year,age,sex,pop,any_insurance,private_insurance,chip_insurance,mcaid_insurance,mcare_insurance,over65,age_minus_65
2000,8,female,1969247,0.8590009277657907,0.6592865191618928,0.0205347526237186,0.13330272941890986,0.00508316122863206,0,-57
2000,8,male,2256097,0.8651068637563013,0.6399928726468764,0.01772530170466961,0.15852554211986453,0,0,-57
2000,9,female,2002408,0.8928924574811926,0.6794389554975809,0.02617049072916209,0.1664805574088797,0.00405861342943096,0,-56
2000,9,male,2160614,0.8684198102946662,0.6802205299049252,0.01870440532182055,0.1670164129270661,0.00391370230869558,0,-56
2000,10,female,2019582,0.8773488771438842,0.7039426970531526,0.01793242364013939,0.14135746902081717,0.00466532183392405,0,-55
2000,10,male,2277915,0.884420182491445,0.6840141093938975,0.01385697008009517,0.1665202608525779,0.01083754222611467,0,-55
2000,11,female,2185294,0.8711367898323978,0.7153490560080246,0.0143545902748097,0.1160274086690395,0.00435685084020731,0,-54
2000,11,male,2111470,0.8841366441389175,0.7095265383832117,0.01814612568494935,0.15783600998356595,0,0,-54
2000,12,female,1769201,0.8766618377448351,0.6958564911505251,0.02292221177808513,0.16106988408891923,0.00339588322638298,0,-53
2000,12,male,1930379,0.8948807462161575,0.7138877909467519,0.02899948662930958,0.1068629528191096,0,0,-53
2000,13,female,2007839,0.8829059501284715,0.7060640818312623,0.03668770254985584,0.10260733056783936,0,0,-52
2000,13,male,2082188,0.8449746132433766,0.6774321050740856,0.02008848384487856,0.1222079850618676,0.00283980120911272,0,-52
2000,14,female,1961320,0.8657608141455754,0.6529107947708686,0.01513368547712764,0.14921022576632065,0.01360206391613811,0,-51
2000,14,male,2013938,0.8709275062092279,0.7122974987313413,0.01761672901549104,0.11064193634560746,0.00769437788055044,0,-51
2000,15,female,2137200,0.8753532659554557,0.6952288040426726,0.0186575893692682,0.14584783829309378,0.00194506831368145,0,-50
2000,15,male,2084737,0.870508845959946,0.7060482929021742,0.01981640849661132,0.1120285196645908,0.00187601601544943,0,-50
2000,16,female,1728614,0.8792737997031147,0.7058880698640645,0.01183317964565831,0.12210360439056955,0.00381924478223594,0,-49
2000,16,male,2090616,0.8858556521140181,0.7387272459409093,0.02084074741607258,0.08979745682612206,0.00328419948952844,0,-49
2000,17,female,1986554,0.8332831627028513,0.6960072567873815,0.00949131007765205,0.10751884922332844,0.01087964384557379,0,-48
2000,17,male,1966812,0.8596251192284774,0.7367201339019693,0.02080371687787139,0.06367512502465919,0.00156090160116981,0,-48
2000,18,female,1952563,0.8016212537060264,0.6409421872687334,0.00988854136844752,0.11195695094089152,0.00520239295735912,0,-47
2000,18,male,2037481,0.745977017699797,0.684288589685008,0.00248983916905237,0.03426044218326453,0,0,-47
2000,19,female,2016137,0.7193419891604589,0.6261667733889116,0,0.07704535951673919,0,0,-46
2000,19,male,1955301,0.6855691272085475,0.5844777862845669,0,0.10205027256673012,0.00758144142513096,0,-46
2000,20,female,1767758,0.7220892226198382,0.6100563538674412,0,0.08464846432599937,0,0,-45
2000,20,male,1821446,0.5960088852483137,0.5513322931341362,0.00653546687631694,0.02278135064119386,0.00522606764076453,0,-45
2000,21,female,1909068,0.7391559651096765,0.6295464593194166,0,0.09776812559845956,0,0,-44
2000,21,male,1884677,0.6645796600690729,0.604445748528793,0,0.01571675146457456,0.00588058325113534,0,-44
2000,22,female,1847784,0.7271591268243475,0.5758649279352998,0,0.1253322899213328,0.00556287964394106,0,-43
2000,22,male,1685976,0.6077957218845346,0.5902456499973903,0,0.00472663905061519,0.00938862712161976,0,-43
2000,23,female,2167875,0.6592603355820792,0.5184551692325434,0,0.12935847315919968,5.115608602894539e-4,0,-42
2000,23,male,1808229,0.662464765248207,0.6380259358742726,0,0.01748008686952814,0,0,-42
2000,24,female,1593785,0.7318954564135062,0.6111200695200419,0,0.11681688558996352,0,0,-41
2000,24,male,2028647,0.6458038288573615,0.6119122745356881,0,0.03030739206968979,0.00358416225198371,0,-41
2000,25,female,1661480,0.758007318776031,0.6398181139706768,0,0.07323109516816333,0.00480595613549365,0,-40
2000,25,male,1603025,0.6410268086898208,0.5961822179941049,0,0.03559769810202586,0.00239422342134402,0,-40
2000,26,female,1855907,0.7927816426146354,0.6925875057316988,0,0.06670377341105993,0.01047304633260179,0,-39
2000,26,male,1719117,0.7090070076673083,0.666563125139243,0,0.03870184519145584,0.00235062535010706,0,-39
2000,27,female,1570543,0.7422592058924843,0.6409897723271506,7.392347742150327e-4,0.07727709460995337,0.01345967604834761,0,-38
2000,27,male,1636813,0.7586743262669591,0.7266529530251776,0,0.03157477366076638,0.00303822122624881,0,-38
2000,28,female,1819802,0.7756728479252138,0.664260177755602,0,0.09300627211092195,0.01214033175037723,0,-37
2000,28,male,1845749,0.6751903969608002,0.6483053762998111,0,0.01232020171756831,0.01138020391721734,0,-37
2000,29,female,2280778,0.8120417682036568,0.7021761872483863,0,0.09514297314337476,0.0102864022715056,0,-36
2000,29,male,1937966,0.7789362661677243,0.7334101836667929,0,0.0150688918175035,0.0101245326285394,0,-36
2000,30,female,2081532,0.7961400545367546,0.700538833897341,0,0.07935501351888898,0.01540307811746348,0,-35
2000,30,male,2009593,0.7455773382968591,0.7262599939390713,0,0.01410136281326616,0.00320960512899875,0,-35
2000,31,female,1917002,0.8396944812785798,0.7526898772145256,0,0.07766502069377079,0.00616952929626573,0,-34
2000,31,male,1817577,0.7507973527393887,0.7109927117255556,0,0.02139441685276607,0.00931129740308113,0,-34
2000,32,female,1912714,0.8587530597883426,0.7937532741434422,0,0.05937270287141726,5.960117403856509e-4,0,-33
2000,32,male,1723048,0.7555105835705099,0.7176921362608587,0,0.02413687836902976,0,0,-33
2000,33,female,2000233,0.8469108348877356,0.757513749648166,0,0.06592132016620064,0.00551535746085581,0,-32
2000,33,male,1962188,0.7774311126151011,0.7448083466008354,0,0.02552049039133865,0.01836164526538741,0,-32
2000,34,female,2026978,0.818830791454076,0.7209910517035706,0,0.06217235707540979,0,0,-31
2000,34,male,1992309,0.8111106259119444,0.7707388763490001,0,0.02565063953432926,0,0,-31
2000,35,female,2269459,0.811162924732282,0.740513488016307,0,0.04776733133315032,0.00511751919730649,0,-30
2000,35,male,2150700,0.8567824429255592,0.8214762635421026,0,0.02232621937043753,0.0095038824568745,0,-30
2000,36,female,2181202,0.8284157084029815,0.7364686993685133,0,0.0706321560313992,0.01061158022044725,0,-29
2000,36,male,2130538,0.8100446929367137,0.7700721601773824,0,0.03460675190961156,0.00649976672558762,0,-29
2000,37,female,2175572,0.8170848861816571,0.733778518936629,0,0.0563805748557161,0.00506303629574199,0,-28
2000,37,male,2080577,0.8098585152099634,0.7719483585563043,0,0.02561212586700708,0.0152496158517565,0,-28
2000,38,female,2454305,0.8081905060699465,0.720692415979269,0,0.0656870274884336,0.01531798207639229,0,-27
2000,38,male,2190042,0.8157998796370115,0.7797101608097013,0,0.01884256101024546,0.01246962387022714,0,-27
2000,39,female,2355612,0.8429558857740579,0.7716198592977112,0,0.05348206750517487,0.00911992297543059,0,-26
2000,39,male,2212023,0.8280673392636514,0.7940595554386188,0,0.01627921590327044,0.01457353743609356,0,-26
2000,40,female,2125757,0.8677609905553645,0.8061438819206522,0,0.03814311795750878,0.02021350511841193,0,-25
2000,40,male,2324632,0.8085628176846916,0.728349691478049,0,0.0423697170132735,0.02124551326833666,0,-25
2000,41,female,2344108,0.8625216926865145,0.7724853121101929,0.00185273033495043,0.07700839722401868,0.01646681808176073,0,-24
2000,41,male,2158461,0.8309170283827227,0.7756758171678803,0,0.02637434727799112,0.02917773357961992,0,-24
2000,42,female,2246541,0.8645130447207507,0.7919027518304808,0,0.04706435359960045,0.01787191954208714,0,-23
2000,42,male,2105023,0.8403969932870092,0.7822693623775132,0,0.02890229702953364,0.01813139333869511,0,-23
2000,43,female,2337507,0.84606505991212,0.7737144744379375,0,0.05002979670221309,0.01315546862533459,0,-22
2000,43,male,2389033,0.8207278844620397,0.7520247732032165,0,0.04065787287157607,0.02425793197498737,0,-22
2000,44,female,2159204,0.8489415543876354,0.7827009397907747,0,0.04092017243391546,0.02098504819368619,0,-21
2000,44,male,2232400,0.8231239921161082,0.7683287045332378,0.0036113599713313,0.02380532162694857,0.02411709371080451,0,-21
2000,45,female,2250473,0.8345298966039584,0.734004806989464,0,0.06147507657279159,0.02984883622242968,0,-20
2000,45,male,2149987,0.8368171528479009,0.7502756993414379,0,0.03159926083273991,0.03270019772212576,0,-20
2000,46,female,2068770,0.8507132257331651,0.7931862894376852,0.00236275661383334,0.03731299274448102,0.02194685731134925,0,-19
2000,46,male,1751603,0.7987095249323048,0.7160269764324451,0,0.03722533016899377,0.03304972645057127,0,-19
2000,47,female,1971290,0.8879099472933967,0.8258333375606837,0,0.05118171349725307,0.02820792475992878,0,-18
2000,47,male,1938411,0.8391533064969194,0.7622924137347549,0,0.04441369761108454,0.01982448510661567,0,-18
2000,48,female,1999249,0.8560924627197513,0.796280503329,0,0.04139504383896153,0.01865650551782194,0,-17
2000,48,male,1922674,0.8757386847692329,0.8033577195093916,0,0.02655000275657755,0.02864968268151543,0,-17
2000,49,female,1886635,0.8742427655587859,0.8028717796500118,0,0.03540748475460277,0.01697678671285119,0,-16
2000,49,male,2009375,0.8872520062208398,0.8072938102643857,0,0.03595346811819595,0.03143166407465007,0,-16
2000,50,female,1896970,0.8590088404139232,0.784160002530351,0,0.05014734023205428,0.03543387612877378,0,-15
2000,50,male,1608361,0.8947263705101032,0.7964045385333268,0,0.02175071392554283,0.02000235021863872,0,-15
2000,51,female,1916943,0.8760667375086271,0.81945524723479,0,0.03669123182066446,0.03027893891471994,0,-14
2000,51,male,1659248,0.8848532588256849,0.7669444230157276,0,0.05030170294012709,0.02869251612778801,0,-14
2000,52,female,1874433,0.9058904746128562,0.8120973115603491,0,0.04988975332807308,0.0390523427617845,0,-13
2000,52,male,2036184,0.8833484596676922,0.7853042750556924,0,0.03237870447857365,0.03215377392219956,0,-13
2000,53,female,1834350,0.9141576035107803,0.8241387957587156,0,0.05171695696023114,0.02876768337558263,0,-12
2000,53,male,1503253,0.9132414836358218,0.8496886418986026,0,0.03476926372340518,0.04415158326642288,0,-12
2000,54,female,1200059,0.8717179738662849,0.7972841335301014,0,0.03735316346946275,0.04298621984419099,0,-11
2000,54,male,1428020,0.9170326746124003,0.8417655214912957,0,0.03516617414321928,0.05086903544768281,0,-11
2000,55,female,1354734,0.8564552155626123,0.7690779149264727,0,0.05337579185286558,0.06425394210228724,0,-10
2000,55,male,1308939,0.8717381023867422,0.8008058435114241,0,0.03665869838090239,0.04801980840971199,0,-10
2000,56,female,1329812,0.8465610176476074,0.7975270188568008,0,0.03436200004211121,0.03031481141695217,0,-9
2000,56,male,1271734,0.8239490333670406,0.7179834776769356,0,0.03162453783574238,0.05761346319277459,0,-9
2000,57,female,1310170,0.8808116503965134,0.7897570544280513,0,0.05221307158613005,0.06401459352603098,0,-8
2000,57,male,1555593,0.8788963437094407,0.8019552672196391,0,0.01778357192401868,0.03450709793628539,0,-8
2000,58,female,1553332,0.8752230688610033,0.7816648340470679,0,0.04346076691911323,0.08932346723044397,0,-7
2000,58,male,1202192,0.8840517987143485,0.771462461902924,0,0.03079707733872792,0.05885998243209071,0,-7
2000,59,female,1230450,0.9135389491649396,0.8092730301922061,0,0.06077126254622293,0.09453208175870616,0,-6
2000,59,male,867550,0.9116131635064262,0.8170537721168809,0,0.02493804391677713,0.06637081436228459,0,-6
2000,60,female,1227732,0.8208688866951419,0.7185859780473263,0,0.0432496668654071,0.07333848103657802,0,-5
2000,60,male,1059434,0.8333534698716485,0.7188234472369208,0,0.0262130533851094,0.06093536737540989,0,-5
2000,61,female,954883,0.8410412584578425,0.7334909093574815,0,0.06528339074001736,0.07005989215432676,0,-4
2000,61,male,871793,0.9532331642947351,0.7997288347119098,0,0.04342659323945019,0.15670577763299315,0,-4
2000,62,female,1120016,0.8783267381894544,0.7739612648390737,0,0.05555277781745975,0.06881865973343237,0,-3
2000,62,male,1058935,0.9208213913035268,0.7568481540415606,0,0.05702616307894252,0.11195682454541592,0,-3
2000,63,female,1220983,0.8796379638373344,0.7773801928446178,0,0.04179009863364191,0.1006050043284796,0,-2
2000,63,male,946904,0.9283369803063456,0.8026262429982343,0,0.06006839130471515,0.13175042031715992,0,-2
2000,64,female,1049614,0.9020925787956334,0.737072866787219,0,0.05359398788507013,0.159451950907667,0,-1
2000,64,male,1129422,0.8634319147316061,0.7055024605506179,0,0.03136294493997815,0.14432337956937266,0,-1
2000,65,female,1132678,0.9820911150388724,0.6204976171515647,0,0.06451171471503817,0.8584505040267402,1,0
2000,65,male,937803,0.9775592528494792,0.7246223353945338,0,0.05503074739577502,0.7541178691047054,1,0
2000,66,female,872208,0.9969720525379268,0.602671610441546,0,0.10341913855410637,0.8664481408104489,1,1
2000,66,male,784400,0.9538717491075982,0.6249617542070373,0,0.04043727689954105,0.886682814890362,1,1
2000,67,female,993634,0.9669506075677764,0.630242121344479,0,0.07730210520171411,0.8818579074387551,1,2
2000,67,male,893301,0.9547632880742324,0.6661606782036514,0,0.0443355599064593,0.8206561953921466,1,2
2000,68,female,1079059,0.9929855550067236,0.6346260955147031,0,0.10496553015173406,0.8829174308355706,1,3
2000,68,male,733120,0.9574298886948932,0.6456596464426014,0,0.04217863378437363,0.8862641859450022,1,3
2000,69,female,968159,0.9908837288090075,0.6920805363581808,0,0.08454086570491004,0.9446186008703116,1,4
2000,69,male,681218,1,0.6992211010278648,0,0.06480597987721992,0.8490189630925783,1,4
2000,70,female,1134727,0.9821181658672086,0.6508296709252533,0,0.07481182698569788,0.8921828774674437,1,5
2000,70,male,695704,0.9815927463403976,0.6727300691098513,0,0.06016926738957948,0.901749882133781,1,5
2000,71,female,977495,0.9801697195382072,0.5765195729901432,0,0.10954327132108092,0.8919073754852966,1,6
2000,71,male,821404,0.9887327064392188,0.7019323012792731,0,0.03730685509201319,0.9264649307770596,1,6
2000,72,female,897683,0.990747290524606,0.6347663930362946,0,0.0755868162814713,0.966995030539734,1,7
2000,72,male,861098,0.9901590759704472,0.6746421429384344,0,0.0502451521197355,0.9560375241842392,1,7
2000,73,female,810182,0.9943580578191074,0.6468287372466928,0,0.0869446618167276,0.9361242288769684,1,8
2000,73,male,879489,0.9941704785392428,0.6585574123155605,0,0.0336661402246077,0.9147095643038172,1,8
2000,74,female,887217,1,0.6233694800708283,0,0.08552248209851705,0.968007826721084,1,9
2000,74,male,816376,0.9888078532440934,0.7197002361656883,0,0.0676416259174694,0.9071004047154744,1,9
2000,75,female,1053103,0.9882243237366144,0.6395062971048416,0,0.09698956322411008,0.915996820823794,1,10
2000,75,male,628455,0.952494609797042,0.685644954690471,0,0.03157266630068978,0.912989792427461,1,10
2000,76,female,857844,1,0.7065585351182733,0,0.07569558101472995,0.9521556366891882,1,11
2000,76,male,651752,1,0.6336413236936749,0,0.06885594520615203,0.9719647964256344,1,11
2000,77,female,836064,0.9919300436330232,0.6268754545106595,0,0.10181876028629389,0.9265092146055804,1,12
2000,77,male,577255,0.9887259530017064,0.6443460862183957,0,0.08518245835895748,0.94438679612996,1,12
2000,78,female,895437,0.950194151012299,0.6844334107257127,0,0.09650260152305522,0.8839225986864514,1,13
2000,78,male,702569,0.9874460729124116,0.7461857838874189,0,0.0406508115217153,0.9571287660002078,1,13
2000,79,female,594775,1,0.7259400613677441,0,0.04554831659030726,0.9561800680929764,1,14
2000,79,male,509774,0.9909077355847884,0.614992133769082,0,0.03348150356824789,0.9556450505518131,1,14
2000,80,female,711324,0.9985716776040172,0.6222818293773301,0,0.0809659170785746,0.971607874892454,1,15
2000,80,male,479870,0.961608352262071,0.6412049096630338,0,0.06003292558401234,0.877985704461625,1,15
2000,81,female,624921,0.9960907058652214,0.6422635821167796,0,0.1059301895759624,0.957585038748898,1,16
2000,81,male,338411,1,0.6965671919648002,0,0.06667040964980453,0.9395380173812315,1,16
2000,82,female,511171,0.9938533289251542,0.6517721075726127,0,0.0935909900992036,0.8861770327346427,1,17
2000,82,male,419463,1,0.6105329909908621,0,0.04792556196851689,0.9346330904036828,1,17
2000,83,female,493614,0.9879663056558364,0.5886988618637234,0,0.08343158824506598,0.9776120612462368,1,18
2000,83,male,312346,0.990753843494074,0.6205842239055407,0,0.00933580068257637,0.9844179211515436,1,18
2000,84,female,450584,1,0.6962142464002272,0,0.07162038598796229,0.9697326136746978,1,19
2000,84,male,294336,1,0.7795002989780387,0,0.06472195042400522,0.908189959773864,1,19
2000,85,female,2003342,0.9909216698896144,0.6133900252677775,0,0.08188267405165968,0.9577650745604096,1,20
2000,85,male,890473,1,0.5895293849448552,0,0.08917844785860997,0.9267793633271306,1,20
2001,0,female,1945606,0.9423084632757096,0.675042634531349,0.02391234402032066,0.2435148740289658,0.01264079160940087,0,-65
2001,0,male,1995217,0.9209098559204336,0.6255079021479869,0.02254992815317832,0.26842543943841696,0,0,-65
2001,1,female,1967105,0.9235516151908516,0.5678425910157312,0.04628731054010843,0.2782556091311852,0.00521324484458125,0,-64
2001,1,male,1904642,0.9035089008853108,0.588061168450554,0.04242319554015925,0.22869967164433,0.01058256617254056,0,-64
2001,2,female,1970822,0.9322830778223504,0.6459233761344251,0.0375300255426416,0.21160104768467167,0.0016784874534585,0,-63
2001,2,male,1929779,0.9084029829322424,0.6055626058735223,0.05377610596861091,0.20499445791461096,0.0064406338756925,0,-63
2001,3,female,1881116,0.9218506461058222,0.6492427899183251,0.04011608002908912,0.19280575998503016,0.00183508087752164,0,-62
2001,3,male,2248350,0.8966473191451508,0.6892699090444103,0.04280650254631174,0.14205261636311073,0.00421242244312495,0,-62
2001,4,female,1890335,0.9064388058201324,0.6727035155144458,0.0092523282910172,0.19038107002198024,0,0,-61
2001,4,male,2006870,0.8968837044751279,0.6686302550738215,0.03608056326518409,0.1679859681992356,0.0015990074095482,0,-61
2001,5,female,1851413,0.8536371949424575,0.6176563522023449,0.03803149270314079,0.1706723459325391,0.00303443910137824,0,-60
2001,5,male,2286152,0.8629902998575772,0.6367398143255567,0.03172798659056791,0.18372050502328804,0,0,-60
2001,6,female,1905710,0.8971942215762104,0.6486348919825157,0.06207817558810102,0.16555457021267664,0,0,-59
2001,6,male,1949057,0.8812353871641517,0.6847501124902966,0.04062887847815636,0.14079526663406972,0.00497266113818118,0,-59
2001,7,female,1947293,0.8661742223692069,0.666944317059631,0.0488858122532151,0.12691105036581551,0.00565451629518516,0,-58
2001,7,male,2103418,0.9000674140850748,0.6330924238548876,0.02664187527158177,0.20882297289459348,0,0,-58
2001,8,female,1812954,0.8620720658108258,0.6635066306150074,0.03989731675486526,0.1157712771531986,0.00557543103686028,0,-57
2001,8,male,2011886,0.8874811992329585,0.6902364249266608,0.03115186446945801,0.12800725289603884,0,0,-57
2001,9,female,2323343,0.8752939191501212,0.6507571202357981,0.04834499253876849,0.1501508817251693,0.0042137557820778,0,-56
2001,9,male,1951578,0.904458853297178,0.6530079761095893,0.06340100165097168,0.16849441836298626,0,0,-56
2001,10,female,2043593,0.9155135097839932,0.6924475666142916,0.03707489700737867,0.14609464800476415,0.00501567582194693,0,-55
2001,10,male,2326040,0.8822685766366872,0.6654524427782841,0.05996801430757854,0.11822152671493182,0,0,-55
2001,11,female,1982569,0.9234831171071474,0.6853819463534434,0.06762891985096105,0.12660391643367772,0,0,-54
2001,11,male,2177984,0.8971824402750433,0.7182812178601863,0.02164937850783109,0.11066105168816669,0,0,-54
2001,12,female,2145999,0.9126318325404624,0.6888945428213153,0.04064121185517794,0.1414693110295019,0.00147250767591224,0,-53
2001,12,male,1952106,0.8886438543808585,0.7051538184914139,0.02743139972931797,0.13001599298398755,0.0026007809002175,0,-53
2001,13,female,1982054,0.872961584295887,0.6344241882410873,0.0529819066483557,0.15469406988911502,0,0,-52
2001,13,male,2178097,0.8715709171813744,0.6730512920223479,0.03478495218532508,0.12701133145126228,0.00255406439658105,0,-52
2001,14,female,1962643,0.8304093001121446,0.66983552281286,0.02839844026651816,0.10635556237176094,0.00200342089722889,0,-51
2001,14,male,1956002,0.8914949984713717,0.6952145243205273,0.05732560600653783,0.11896715852028782,0,0,-51
2001,15,female,2137407,0.8848759267654687,0.6739540012735057,0.01868993598317962,0.16937812966833177,0,0,-50
2001,15,male,2077260,0.8744307404946902,0.711945062245458,0.01989206936060002,0.11582709915946968,0.00198049353475251,0,-50
2001,16,female,2017705,0.8903590961017592,0.7134407656223284,0.03546554129567999,0.1159183329574938,9.783392517736737e-4,0,-49
2001,16,male,2047950,0.8870651138943821,0.7264918577113699,0.03798237261651896,0.08688200395517469,0.00287702336482824,0,-49
2001,17,female,1730868,0.8601430033948285,0.7296188964149779,0.01017004185183387,0.09467388616578502,0.01608152672531932,0,-48
2001,17,male,2048453,0.8782095561870348,0.7294826876672299,0.03107613403871116,0.08766469135489074,0.00602991623434855,0,-48
2001,18,female,1916853,0.8536690085259537,0.7127807922673257,0.02654454984289353,0.10716053865372044,0,0,-47
2001,18,male,2128565,0.8360778270806858,0.6983484178307922,0.02060449175853215,0.08132333285570326,0,0,-47
2001,19,female,2015872,0.7269692718585307,0.6239423931678202,0.00190041828052574,0.07819296066416916,0.00249569417105848,0,-46
2001,19,male,1968504,0.6378762755879592,0.5563747901960067,0.00897483571280525,0.04266742663464235,0,0,-46
2001,20,female,1910493,0.7065385740748592,0.5500836695031073,0,0.13017530030206864,0.00106359981428877,0,-45
2001,20,male,1868949,0.6718455131734467,0.6003341985254814,0.00323764853936624,0.03853395678533764,0,0,-45
2001,21,female,1991143,0.6980678936671048,0.5917897408674314,0.00279537933739565,0.07475304385471059,0.01156521656154279,0,-44
2001,21,male,1722657,0.6009199742026416,0.5776576532646952,0,0.01608909957118567,0,0,-44
2001,22,female,1662418,0.7588332176384038,0.5818289984829327,0,0.1278011907955761,0.0049133250482129,0,-43
2001,22,male,1914191,0.6610254671555764,0.6418011577737018,0,0.00527063391270777,0.00216645047437794,0,-43
2001,23,female,1810989,0.7116884751922844,0.5676826308718607,0.0036118386141495,0.12135744612474178,0,0,-42
2001,23,male,1834350,0.681200970370976,0.6253790170905226,0,0.03715485049199989,0.00256821217324938,0,-42
2001,24,female,2221893,0.7253283573961482,0.5806067168851066,0.00177191250883818,0.1076073420277214,0.00145056490119011,0,-41
2001,24,male,2022760,0.618368466847278,0.589126737724693,0,0.01690561411141213,0,0,-41
2001,25,female,1839270,0.7630886166794435,0.6560260320670701,0.00317897861651633,0.09204412620224328,0.00337253366824881,0,-40
2001,25,male,1795243,0.6757452890778575,0.6320704216643652,0,0.04037670666310911,0.01221450243783153,0,-40
2001,26,female,1656816,0.7572355650838717,0.6442049086923352,0,0.09469729891551024,0,0,-39
2001,26,male,1556171,0.6767694552847984,0.6174700595243068,0,0.03287235143181565,0.01901461985861451,0,-39
2001,27,female,1702290,0.8038565696796668,0.679273801761157,0,0.10503615717650928,0.01461031904082148,0,-38
2001,27,male,1839604,0.7483371421240659,0.6965499096544692,0.00608989760839832,0.02322184557111204,0,0,-38
2001,28,female,1958202,0.8312620454886677,0.7287332971777171,0,0.07387644379895435,0,0,-37
2001,28,male,1505022,0.7388589668456673,0.6938868667700538,0,0.02975637565430937,0.00176475825602549,0,-37
2001,29,female,1922643,0.7867123537755059,0.7027919379728842,0,0.05883671591657941,0.01064316152296604,0,-36
2001,29,male,1827568,0.7494123337681553,0.7198418882361696,0,0.01141735902576538,0.00924999781129895,0,-36
2001,30,female,1941624,0.8195587817208687,0.7471333275649662,0.0078516746805766709,0.05606080270948443,0.00518638006122709,0,-35
2001,30,male,2019097,0.8172727709466162,0.7769913976396379,0.0019860363320831,0.03001242634702542,0.00360705800662375,0,-35
2001,31,female,2081443,0.8351316850857794,0.7327901845018095,0.00167047572285188,0.07613804461616293,0.00575273980599036,0,-34
2001,31,male,1935030,0.8447910368314703,0.7973773016439022,0.00568569996330806,0.02829516855035839,0.01178793093647126,0,-34
2001,32,female,1989288,0.831059655514938,0.7507449901673362,0.00207561700467705,0.06169544078082208,0.01156996875263913,0,-33
2001,32,male,1987653,0.7869457093365895,0.731495386770226,0,0.03692696864090462,0.01341582258070196,0,-33
2001,33,female,1957118,0.8653295304626497,0.7661014818728354,0.0054135724059561,0.07446152965738397,0.01512019203747551,0,-32
2001,33,male,1887332,0.7780973352860017,0.7468129613655679,0,0.02939546407309366,0.00128806166588602,0,-32
2001,34,female,1873529,0.8197914203623216,0.7312867855261381,0,0.07986425617110811,0.00170533789442277,0,-31
2001,34,male,1770654,0.800121875871853,0.7605867662456923,0,0.03242813107473284,0.01501987401265295,0,-31
2001,35,female,2059508,0.8367619839301426,0.7466904717048927,0,0.06373998061672982,0.00557948791653152,0,-30
2001,35,male,1935477,0.7507141650352859,0.6744611276703366,0,0.04493569285504296,0.01326959710706973,0,-30
2001,36,female,1974495,0.8166938888171406,0.7279765205786796,0.00370221246445293,0.06034201150167511,0.0154859850240188,0,-29
2001,36,male,2132591,0.8117623116668878,0.7695920127206763,0,0.02196201709563624,0.00462113926205259,0,-29
2001,37,female,2205360,0.8494123408423114,0.7562638299415968,0.00256556752639024,0.07252013276743934,0.01173232488119853,0,-28
2001,37,male,2080333,0.8426141391786796,0.8031396896554542,0,0.02554975573622107,0.02296843822599555,0,-28
2001,38,female,2550299,0.8348228972367554,0.7541982332267707,0.00452182273529495,0.05031802153394563,0.0044155606852373,0,-27
2001,38,male,2345861,0.8448394853744531,0.7639591604106125,0,0.04154935011068431,0.02410245108299255,0,-27
2001,39,female,2273720,0.8446805235473145,0.7692873352919445,0,0.04318605633059479,0.01002190243301725,0,-26
2001,39,male,2098991,0.8147719547153847,0.7663763208131907,0,0.02387671028603743,0.0092739797359779,0,-26
2001,40,female,2399681,0.8451085790152941,0.7633797992316479,0.00313291641680706,0.05735345656360158,0.01043847078007451,0,-25
